intervention_id,type,region,target_disease,start_date,duration_days,effectiveness_score,cost,population_affected,compliance_rate
e67eaaba-a7e0-4874-b297-15ed94f2f15c,social_distancing,coastal_region,malaria,2024-06-16,64,0.6054620486094874,775368,77257,0.6801032586638087
8fb15672-64d8-457a-82a3-6f1277ab592c,contact_tracing,suburban_area,covid19,2025-04-19,73,0.7721405532198065,457324,40411,0.4117431366534996
96b3a482-b4d2-424e-b518-347fde57a1f3,social_distancing,rural_district,meningitis,2024-09-03,26,0.8558943578893106,304284,41738,0.35825354763740425
2d29042d-546c-4bdf-a8c6-d27d51c3f591,social_distancing,rural_district,covid19,2024-12-16,83,0.6569506573540921,454993,64258,0.6032239793637304
d2d8c9dc-daed-48c5-8e0f-076d508f0a32,contact_tracing,industrial_zone,covid19,2024-11-26,22,0.7013071060642738,158570,64582,0.4481438214748201
993122b2-e3cc-4983-ace2-3bf6d1de4aee,school_closure,coastal_region,meningitis,2024-06-28,15,0.14830588961144484,854733,91877,0.6849369521381578
abd515be-8ad8-404a-b2ef-99866ddba96b,public_awareness,rural_district,pneumonia,2024-06-05,54,0.42721638367890324,896913,83231,0.8096990864990314
090ec9d2-6282-46fb-9d8d-d652bb7a2f57,social_distancing,industrial_zone,influenza,2024-12-23,30,0.7220933977854208,285457,64156,0.8900572406415728
de0075c8-f824-48b9-8d93-0b642d93a60b,travel_restriction,rural_district,malaria,2025-01-02,47,0.774352550711077,959742,11509,0.7220994653345448
12db1740-8ff1-4927-8b7e-791dea1a1bfc,sanitization_drive,suburban_area,covid19,2024-06-21,42,0.6255232360738904,811538,80518,0.6666032913757947
acc2a032-3550-4b93-8970-149d913c8c1a,vaccination_campaign,coastal_region,gastroenteritis,2024-08-24,49,0.6327230494893654,472310,43500,0.48363182375129066
e07d7f68-ee75-44fb-907e-2f7304a5f986,vaccination_campaign,industrial_zone,influenza,2024-10-10,61,0.49622682208557434,592755,26837,0.9432584889331375
6c4ec7c6-5a45-426c-80d9-ae2cba556b80,social_distancing,industrial_zone,influenza,2025-05-07,57,0.5574829603965787,555209,97448,0.7850855081961327
7a0094b9-aecf-419b-ab94-27fbf85039b1,public_awareness,coastal_region,pneumonia,2024-10-02,37,0.6702630701728263,570224,23430,0.5092326518666725
4e0dfc58-8e45-438d-9294-498b0b56f908,contact_tracing,coastal_region,malaria,2024-11-13,11,0.11490508527199239,288726,29932,0.34121233147097535
77270097-7f1b-4456-888b-94651dbec990,social_distancing,urban_center,gastroenteritis,2025-01-31,13,0.31163031374460104,600026,19738,0.4080427923331995
811f6d10-efdd-4b3c-964b-7e2185396b4c,public_awareness,rural_district,influenza,2024-09-24,62,0.7759767230414417,465948,94553,0.5731304877497378
a481d784-1af3-4d5d-a947-42a750224cf5,mask_mandate,rural_district,influenza,2024-10-30,55,0.3111113928741783,178136,62062,0.6424843591485576
eeab626a-c3a5-4656-bb82-ec8021aa7eaa,mask_mandate,industrial_zone,covid19,2024-11-16,73,0.10876600744992171,223954,26648,0.3675249086725478
1f6cb9da-8d83-440c-b93c-a4dcc859c851,social_distancing,rural_district,food_poisoning,2024-06-04,65,0.5033654335000134,493518,60316,0.551757457770161
7afdb07c-4e00-4df6-8baf-3a36a09673b3,social_distancing,rural_district,food_poisoning,2025-05-21,37,0.8815077788233758,224609,89260,0.7439174772291852
70d5ebb6-6713-4abf-9481-a9c0db5aeb54,vaccination_campaign,suburban_area,food_poisoning,2024-09-28,69,0.5083131871319383,362141,20968,0.6754670510292058
